Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
C503336,22633,HAND WARMER UNION JACK,18.0,2010-11-19 23:38:49.287185,9.75,14393.0,United Kingdom,175.5
C535889,84406B,CREAM CUPID HEARTS COAT HANGER,3.0,2010-10-31 03:48:26.755564,12.53,15610.0,United Kingdom,37.589999999999996
C556037,71053,WHITE METAL LANTERN,24.0,2010-06-03 15:54:26.790861,10.39,15694.0,United Kingdom,249.36
C526684,84029E,RED WOOLLY HOTTIE WHITE HEART,6.0,2010-12-11 04:28:58.052750,13.27,12989.0,United Kingdom,79.62
C515378,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19.0,2010-07-08 09:29:42.174723,2.48,15680.0,United Kingdom,47.12
C502355,71053,WHITE METAL LANTERN,86.0,2010-01-01 16:38:55.287773,7.21,14463.0,United Kingdom,620.06
C563286,22632,HAND WARMER RED POLKA DOT,43.0,2010-11-20 08:19:48.822433,11.82,12904.0,United Kingdom,508.26
C557880,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8.0,2011-03-09 12:55:16.560447,23.86,15044.0,Germany,190.88
C523758,22752,SET 7 BABUSHKA NESTING BOXES,69.0,2010-03-04 13:28:35.815276,14.44,15397.0,United Kingdom,996.36
C581220,22632,HAND WARMER RED POLKA DOT,52.0,2010-09-18 11:11:21.596234,17.55,15997.0,United Kingdom,912.6
C553322,21730,GLASS STAR FROSTED T-LIGHT HOLDER,73.0,2011-11-18 07:19:14.583782,2.67,16839.0,United Kingdom,194.91
C558785,84029E,RED WOOLLY HOTTIE WHITE HEART,47.0,2010-02-01 10:43:15.783900,21.99,12910.0,Netherlands,1033.53
C577080,22632,HAND WARMER RED POLKA DOT,85.0,2011-08-06 19:55:27.502696,13.71,14607.0,United Kingdom,1165.3500000000001
C595834,22752,SET 7 BABUSHKA NESTING BOXES,28.0,2010-01-25 15:28:36.521227,23.07,17981.0,United Kingdom,645.96
C573465,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4.0,2011-07-21 07:58:12.695362,17.24,14123.0,United Kingdom,68.96
C566144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,88.0,2011-05-29 03:32:21.013824,12.04,16342.0,United Kingdom,1059.52
C582531,84029E,RED WOOLLY HOTTIE WHITE HEART,8.0,2011-08-16 16:06:26.861457,3.99,13851.0,United Kingdom,31.92
C505334,22632,HAND WARMER RED POLKA DOT,80.0,2010-04-25 07:10:29.355819,6.47,14762.0,United Kingdom,517.6
C563974,84406B,CREAM CUPID HEARTS COAT HANGER,34.0,2011-05-16 01:12:25.837827,11.74,16026.0,Australia,399.16
C576132,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43.0,2011-05-01 01:43:21.078537,13.57,17079.0,United Kingdom,583.51
C520873,22632,HAND WARMER RED POLKA DOT,10.0,2011-01-02 06:09:29.702912,5.02,14679.0,United Kingdom,50.199999999999996
C597434,22752,SET 7 BABUSHKA NESTING BOXES,94.0,2010-01-26 00:09:36.056476,13.58,14446.0,United Kingdom,1276.52
C558758,71053,WHITE METAL LANTERN,30.0,2010-08-02 01:41:22.478674,9.42,15312.0,United Kingdom,282.6
C583996,22633,HAND WARMER UNION JACK,25.0,2011-05-12 03:25:42.857142,7.51,17019.0,United Kingdom,187.75
C579664,22632,HAND WARMER RED POLKA DOT,57.0,2010-06-29 20:34:17.142857,14.86,16387.0,Australia,847.02
C531943,71053,WHITE METAL LANTERN,47.0,2010-01-18 15:01:21.537405,23.4,17475.0,United Kingdom,1099.8
C569052,21730,GLASS STAR FROSTED T-LIGHT HOLDER,84.0,2011-11-27 11:52:26.779095,16.68,15669.0,United Kingdom,1401.12
C554197,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,81.0,2010-10-28 20:14:05.729973,7.93,15030.0,United Kingdom,642.3299999999999
C510469,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2011-04-24 22:06:28.979311,15.84,14524.0,France,47.519999999999996
C583771,22633,HAND WARMER UNION JACK,46.0,2010-03-30 05:59:02.817923,15.24,16117.0,United Kingdom,701.04
C554579,71053,WHITE METAL LANTERN,36.0,2010-08-07 22:21:26.949700,10.09,17411.0,United Kingdom,363.24
C532074,84029E,RED WOOLLY HOTTIE WHITE HEART,10.0,2010-03-25 14:50:20.766741,4.63,17148.0,United Kingdom,46.3
C541738,84406B,CREAM CUPID HEARTS COAT HANGER,34.0,2011-01-17 23:00:33.532699,5.83,14742.0,United Kingdom,198.22
C536199,21730,GLASS STAR FROSTED T-LIGHT HOLDER,78.0,2011-10-10 09:00:28.591038,16.5,13961.0,United Kingdom,1287.0
C504482,21730,GLASS STAR FROSTED T-LIGHT HOLDER,91.0,2011-06-05 07:27:59.811746,3.49,15621.0,United Kingdom,317.59000000000003
C503271,22632,HAND WARMER RED POLKA DOT,79.0,2011-10-05 21:20:10.353956,6.2,15448.0,United Kingdom,489.8
C560955,71053,WHITE METAL LANTERN,45.0,2011-10-22 05:49:01.347190,6.42,13901.0,Germany,288.9
C530455,84029E,RED WOOLLY HOTTIE WHITE HEART,64.0,2011-09-09 23:37:07.630159,16.14,13214.0,United Kingdom,1032.96
C542805,22752,SET 7 BABUSHKA NESTING BOXES,95.0,2010-10-13 20:45:00.970683,22.85,15626.0,Australia,2170.75
C503508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2011-10-30 01:22:27.308559,17.64,12789.0,Netherlands,35.28
C539744,21730,GLASS STAR FROSTED T-LIGHT HOLDER,45.0,2011-08-16 10:53:51.140307,4.54,13366.0,Australia,204.3
C520276,22752,SET 7 BABUSHKA NESTING BOXES,95.0,2010-08-06 06:24:53.087557,18.91,17727.0,Spain,1796.45
C535879,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,62.0,2011-04-06 13:00:04.588685,4.94,15623.0,United Kingdom,306.28000000000003
C551018,22632,HAND WARMER RED POLKA DOT,74.0,2010-01-02 15:13:30.079419,2.39,12502.0,United Kingdom,176.86
C591164,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,94.0,2011-05-24 19:20:26.590842,1.66,12172.0,United Kingdom,156.04
C527618,84029E,RED WOOLLY HOTTIE WHITE HEART,29.0,2011-06-11 05:52:16.189822,8.8,16368.0,United Kingdom,255.20000000000002
C561569,22752,SET 7 BABUSHKA NESTING BOXES,27.0,2009-12-25 23:08:27.932150,19.35,15429.0,United Kingdom,522.45
C502095,22633,HAND WARMER UNION JACK,85.0,2011-11-24 14:24:30.497107,8.65,13409.0,United Kingdom,735.25
C544800,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9.0,2010-02-18 16:02:29.661731,12.61,14923.0,United Kingdom,113.49
C574554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20.0,2011-10-16 02:12:09.247965,19.43,16953.0,United Kingdom,388.6
C560831,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,99.0,2010-08-30 15:39:45.763310,5.52,13910.0,United Kingdom,546.4799999999999
C537463,84029E,RED WOOLLY HOTTIE WHITE HEART,58.0,2011-01-15 01:32:37.250710,20.22,12260.0,Netherlands,1172.76
C533537,22632,HAND WARMER RED POLKA DOT,79.0,2010-09-27 08:47:46.163349,20.88,15352.0,United Kingdom,1649.52
C523098,21730,GLASS STAR FROSTED T-LIGHT HOLDER,88.0,2011-10-22 00:36:25.626041,24.73,13352.0,Germany,2176.2400000000002
C528546,21730,GLASS STAR FROSTED T-LIGHT HOLDER,49.0,2011-08-12 06:10:20.531424,11.38,17243.0,United Kingdom,557.62
C548673,84029E,RED WOOLLY HOTTIE WHITE HEART,75.0,2011-10-09 06:57:29.985292,1.92,14140.0,United Kingdom,144.0
C530525,22632,HAND WARMER RED POLKA DOT,67.0,2010-09-13 16:34:15.730954,8.71,15618.0,Australia,583.57
C555585,22752,SET 7 BABUSHKA NESTING BOXES,19.0,2011-08-26 08:49:02.406118,18.37,12822.0,United Kingdom,349.03000000000003
C521014,22632,HAND WARMER RED POLKA DOT,67.0,2011-04-07 18:31:27.008530,3.35,12531.0,United Kingdom,224.45000000000002
C592595,84029E,RED WOOLLY HOTTIE WHITE HEART,89.0,2011-03-09 02:30:05.118148,7.1,12166.0,United Kingdom,631.9
C580699,71053,WHITE METAL LANTERN,60.0,2011-12-07 02:50:50.416707,16.47,16926.0,Netherlands,988.1999999999999
C505502,20719,WOODLAND CHARLOTTE BAG 16PE,36.0,2010-08-13 05:07:56.164329,11.7,16331.0,United Kingdom,421.2
C526874,84029E,RED WOOLLY HOTTIE WHITE HEART,11.0,2011-11-08 02:27:15.689773,3.32,13055.0,United Kingdom,36.519999999999996
C514576,22633,HAND WARMER UNION JACK,51.0,2010-02-22 06:52:25.014217,6.56,13254.0,United Kingdom,334.56
C552123,71053,WHITE METAL LANTERN,80.0,2011-06-19 22:16:05.035787,5.88,16286.0,United Kingdom,470.4
C547660,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,54.0,2010-10-13 13:48:13.342484,11.97,16708.0,United Kingdom,646.38
C579435,20719,WOODLAND CHARLOTTE BAG 16PE,17.0,2011-06-15 21:00:58.241004,23.89,13531.0,United Kingdom,406.13
C518026,20719,WOODLAND CHARLOTTE BAG 16PE,62.0,2010-03-19 04:16:41.039317,16.62,15528.0,Netherlands,1030.44
C517401,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42.0,2011-02-05 13:19:33.644474,20.98,16042.0,United Kingdom,881.16
C563035,84029E,RED WOOLLY HOTTIE WHITE HEART,24.0,2010-08-19 03:32:12.542406,24.54,17819.0,United Kingdom,588.96
C553194,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17.0,2011-03-14 07:32:22.425728,13.75,12972.0,United Kingdom,233.75
C577201,22633,HAND WARMER UNION JACK,84.0,2010-08-01 13:31:59.129326,23.23,16744.0,United Kingdom,1951.32
C532412,84406B,CREAM CUPID HEARTS COAT HANGER,86.0,2011-07-23 15:32:33.720953,17.63,12105.0,United Kingdom,1516.1799999999998
C504471,84406B,CREAM CUPID HEARTS COAT HANGER,70.0,2010-05-05 12:02:28.249828,23.99,13604.0,Spain,1679.3
C547014,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7.0,2010-11-23 11:00:20.825571,16.45,15773.0,United Kingdom,115.14999999999999
C549838,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14.0,2010-10-23 22:08:36.050593,19.49,16287.0,United Kingdom,272.85999999999996
C520634,22633,HAND WARMER UNION JACK,12.0,2011-10-07 02:51:32.773801,19.1,17397.0,United Kingdom,229.20000000000002
C514877,84406B,CREAM CUPID HEARTS COAT HANGER,5.0,2010-01-19 17:04:20.143151,14.28,17663.0,France,71.39999999999999
C580970,71053,WHITE METAL LANTERN,20.0,2010-04-09 16:03:37.433081,20.67,16730.0,United Kingdom,413.40000000000003
C571491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,54.0,2010-03-30 09:27:26.632022,19.41,12084.0,Germany,1048.14
C511136,22633,HAND WARMER UNION JACK,58.0,2010-05-25 07:52:50.781449,12.71,16823.0,United Kingdom,737.1800000000001
C511110,20719,WOODLAND CHARLOTTE BAG 16PE,90.0,2010-04-03 02:01:33.891557,1.2,17156.0,United Kingdom,108.0
C501444,22632,HAND WARMER RED POLKA DOT,97.0,2010-07-31 21:54:11.965879,6.57,17783.0,United Kingdom,637.2900000000001
C580544,84406B,CREAM CUPID HEARTS COAT HANGER,30.0,2010-08-19 13:57:23.984704,6.63,17695.0,United Kingdom,198.9
C598316,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,87.0,2010-12-05 21:42:28.838121,8.62,12153.0,Netherlands,749.9399999999999
C527504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,73.0,2010-03-02 21:32:01.953132,13.86,13461.0,United Kingdom,1011.78
C530373,84406B,CREAM CUPID HEARTS COAT HANGER,48.0,2009-12-16 08:10:04.294538,6.86,14019.0,United Kingdom,329.28000000000003
C521660,20719,WOODLAND CHARLOTTE BAG 16PE,71.0,2010-09-23 16:13:38.903814,3.53,13097.0,United Kingdom,250.63
C548308,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22.0,2011-02-16 08:05:07.794881,23.73,12570.0,United Kingdom,522.0600000000001
C520771,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14.0,2011-10-08 18:48:06.635944,17.76,12148.0,United Kingdom,248.64000000000001
C521252,84029E,RED WOOLLY HOTTIE WHITE HEART,50.0,2009-12-07 17:30:27.355623,19.78,14109.0,United Kingdom,989.0
C559027,84029E,RED WOOLLY HOTTIE WHITE HEART,80.0,2011-07-25 23:06:54.746543,21.02,17507.0,United Kingdom,1681.6
C554748,21730,GLASS STAR FROSTED T-LIGHT HOLDER,98.0,2011-05-18 20:56:10.212765,7.27,13918.0,United Kingdom,712.4599999999999
C531559,22633,HAND WARMER UNION JACK,10.0,2010-06-03 17:38:38.697911,11.49,16869.0,United Kingdom,114.9
564680,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27.0,2011-07-14 23:08:44.874987,2.21,15655.0,United Kingdom,59.67
527025,84406B,CREAM CUPID HEARTS COAT HANGER,79.0,2011-11-30 18:01:22.596332,3.84,17669.0,United Kingdom,303.36
553405,22752,SET 7 BABUSHKA NESTING BOXES,96.0,2011-05-21 01:02:07.424257,15.13,13712.0,United Kingdom,1452.48
571735,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28.0,2011-09-11 13:49:29.585253,9.69,14492.0,France,271.32
517480,84406B,CREAM CUPID HEARTS COAT HANGER,9.0,2010-07-31 01:03:49.081282,0.63,13344.0,United Kingdom,5.67
517353,22632,HAND WARMER RED POLKA DOT,71.0,2011-03-17 13:41:18.242965,19.29,15965.0,United Kingdom,1369.59
556055,84029E,RED WOOLLY HOTTIE WHITE HEART,80.0,2009-12-07 08:49:27.820374,10.71,13106.0,France,856.8000000000001
561018,22752,SET 7 BABUSHKA NESTING BOXES,99.0,2010-02-03 20:01:48.716540,17.98,16112.0,Germany,1780.02
589471,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8.0,2010-08-28 16:46:24.272967,0.82,16350.0,United Kingdom,6.56
513047,22752,SET 7 BABUSHKA NESTING BOXES,2.0,2010-06-27 09:31:32.303166,0.73,14690.0,United Kingdom,1.46
583172,20719,WOODLAND CHARLOTTE BAG 16PE,95.0,2011-07-15 04:21:20.596136,14.22,16656.0,Netherlands,1350.9
517178,71053,WHITE METAL LANTERN,57.0,2010-03-02 04:10:02.882635,24.56,14580.0,United Kingdom,1399.9199999999998
599930,71053,WHITE METAL LANTERN,58.0,2010-03-31 01:05:13.795470,17.23,12319.0,United Kingdom,999.34
516082,84406B,CREAM CUPID HEARTS COAT HANGER,96.0,2011-10-23 11:20:23.767035,4.72,16315.0,Germany,453.12
563753,85123A,WHITE HANGING HEART T-LIGHT HOLDER,93.0,2010-02-21 18:43:01.664869,8.13,16794.0,United Kingdom,756.09
537958,22633,HAND WARMER UNION JACK,3.0,2011-06-05 14:24:47.439945,2.41,13437.0,Netherlands,7.23
541050,22752,SET 7 BABUSHKA NESTING BOXES,8.0,2011-10-30 20:28:38.286106,22.08,12031.0,United Kingdom,176.64
544637,71053,WHITE METAL LANTERN,59.0,2011-10-06 09:29:33.703304,8.11,12714.0,United Kingdom,478.48999999999995
572779,22633,HAND WARMER UNION JACK,2.0,2011-01-02 11:22:05.424061,6.15,13039.0,United Kingdom,12.3
595847,22752,SET 7 BABUSHKA NESTING BOXES,95.0,2011-10-13 22:06:12.036474,18.4,12408.0,Germany,1747.9999999999998
547548,21730,GLASS STAR FROSTED T-LIGHT HOLDER,62.0,2011-11-24 21:21:18.125306,5.39,17031.0,Netherlands,334.18
507364,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49.0,2009-12-31 11:07:32.867928,6.39,13127.0,United Kingdom,313.10999999999996
553324,84406B,CREAM CUPID HEARTS COAT HANGER,29.0,2010-01-17 16:26:46.745759,24.09,12706.0,Netherlands,698.61
583240,22752,SET 7 BABUSHKA NESTING BOXES,74.0,2009-12-10 13:14:11.730561,24.89,15023.0,United Kingdom,1841.8600000000001
536227,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22.0,2011-11-14 16:29:19.231297,4.82,15659.0,United Kingdom,106.04
502369,22633,HAND WARMER UNION JACK,6.0,2010-11-16 17:29:53.469948,1.01,12782.0,United Kingdom,6.0600000000000005
518852,22632,HAND WARMER RED POLKA DOT,62.0,2011-10-27 10:51:18.654770,22.44,17300.0,United Kingdom,1391.28
543553,20719,WOODLAND CHARLOTTE BAG 16PE,98.0,2010-07-02 18:02:13.424845,14.71,14179.0,United Kingdom,1441.5800000000002
591769,71053,WHITE METAL LANTERN,31.0,2011-03-03 05:50:00.647122,9.11,13178.0,United Kingdom,282.40999999999997
511569,22752,SET 7 BABUSHKA NESTING BOXES,62.0,2011-08-04 01:55:55.034807,13.08,14406.0,Germany,810.96
520421,84029E,RED WOOLLY HOTTIE WHITE HEART,12.0,2011-05-15 11:18:50.581429,6.89,17354.0,United Kingdom,82.67999999999999
550816,22633,HAND WARMER UNION JACK,25.0,2011-08-01 21:49:57.823316,22.81,14724.0,United Kingdom,570.25
553025,22633,HAND WARMER UNION JACK,22.0,2011-03-01 01:44:03.435630,11.78,14535.0,United Kingdom,259.15999999999997
538148,84029E,RED WOOLLY HOTTIE WHITE HEART,91.0,2010-04-05 20:01:06.359447,5.28,12212.0,United Kingdom,480.48
595577,22633,HAND WARMER UNION JACK,88.0,2011-01-16 00:07:12.042357,8.03,13948.0,United Kingdom,706.64
540619,20719,WOODLAND CHARLOTTE BAG 16PE,76.0,2011-11-26 11:33:40.080400,21.72,16861.0,United Kingdom,1650.7199999999998
527282,22633,HAND WARMER UNION JACK,18.0,2010-05-25 23:30:37.944896,9.89,15146.0,United Kingdom,178.02
534680,71053,WHITE METAL LANTERN,80.0,2010-08-31 21:11:08.183155,23.72,13819.0,United Kingdom,1897.6
562926,22632,HAND WARMER RED POLKA DOT,49.0,2011-02-21 20:04:12.730659,6.59,17756.0,United Kingdom,322.90999999999997
588015,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33.0,2010-08-28 01:08:37.109520,16.87,14359.0,United Kingdom,556.71
562205,20719,WOODLAND CHARLOTTE BAG 16PE,63.0,2010-08-16 06:04:16.260417,22.82,16222.0,United Kingdom,1437.66
519644,22632,HAND WARMER RED POLKA DOT,27.0,2010-06-25 14:06:34.626924,9.83,12496.0,United Kingdom,265.41
567648,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,83.0,2011-05-01 03:27:32.985586,4.14,14016.0,United Kingdom,343.61999999999995
591594,22632,HAND WARMER RED POLKA DOT,78.0,2011-07-05 01:13:33.609177,21.21,12472.0,United Kingdom,1654.38
533243,20719,WOODLAND CHARLOTTE BAG 16PE,88.0,2010-03-30 11:11:38.539072,3.03,13160.0,United Kingdom,266.64
500325,22752,SET 7 BABUSHKA NESTING BOXES,60.0,2011-05-17 18:53:11.607020,8.87,14522.0,United Kingdom,532.1999999999999
585183,71053,WHITE METAL LANTERN,87.0,2010-10-06 18:33:34.079811,3.84,12195.0,United Kingdom,334.08
584055,71053,WHITE METAL LANTERN,36.0,2011-01-31 13:29:52.058044,9.15,16461.0,United Kingdom,329.40000000000003
581353,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,54.0,2010-11-26 01:31:29.479360,24.98,14766.0,United Kingdom,1348.92
520637,22633,HAND WARMER UNION JACK,88.0,2011-01-16 05:19:47.763506,7.49,13551.0,Netherlands,659.12
575024,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36.0,2011-09-23 19:19:01.876654,1.67,14447.0,France,60.12
554187,22632,HAND WARMER RED POLKA DOT,69.0,2010-10-24 20:43:10.842239,17.7,17644.0,United Kingdom,1221.3
533424,71053,WHITE METAL LANTERN,4.0,2011-08-14 12:00:29.649965,3.06,15006.0,United Kingdom,12.24
502210,22752,SET 7 BABUSHKA NESTING BOXES,74.0,2010-04-17 06:24:27.673301,13.32,12118.0,France,985.6800000000001
593357,21730,GLASS STAR FROSTED T-LIGHT HOLDER,65.0,2011-04-30 17:02:21.543288,9.69,15496.0,United Kingdom,629.85
531851,84406B,CREAM CUPID HEARTS COAT HANGER,85.0,2010-05-24 11:02:27.896852,13.65,13716.0,United Kingdom,1160.25
574628,22632,HAND WARMER RED POLKA DOT,40.0,2011-09-22 06:50:51.828610,21.41,14883.0,United Kingdom,856.4
545386,22752,SET 7 BABUSHKA NESTING BOXES,67.0,2011-03-07 01:52:31.720756,18.95,14914.0,United Kingdom,1269.6499999999999
598447,22752,SET 7 BABUSHKA NESTING BOXES,31.0,2010-01-14 06:49:27.114422,19.29,13672.0,United Kingdom,597.99
536701,84029E,RED WOOLLY HOTTIE WHITE HEART,81.0,2010-10-06 04:39:58.823414,2.89,13455.0,United Kingdom,234.09
559831,84406B,CREAM CUPID HEARTS COAT HANGER,77.0,2009-12-15 09:35:29.502892,4.12,17040.0,Netherlands,317.24
562675,20719,WOODLAND CHARLOTTE BAG 16PE,27.0,2010-05-31 23:39:06.230022,17.84,15978.0,France,481.68
543543,84406B,CREAM CUPID HEARTS COAT HANGER,51.0,2010-12-11 09:41:33.773899,16.6,14471.0,France,846.6
564450,84029E,RED WOOLLY HOTTIE WHITE HEART,20.0,2010-11-23 02:19:21.290322,8.2,12117.0,United Kingdom,164.0
564215,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13.0,2011-10-23 07:51:59.952936,19.42,12367.0,United Kingdom,252.46000000000004
595795,84406B,CREAM CUPID HEARTS COAT HANGER,63.0,2010-07-25 06:07:56.517305,23.51,17225.0,United Kingdom,1481.13
549801,20719,WOODLAND CHARLOTTE BAG 16PE,44.0,2010-11-03 09:57:22.572801,13.86,15176.0,United Kingdom,609.8399999999999
521144,71053,WHITE METAL LANTERN,24.0,2010-09-12 23:12:16.660456,17.1,15374.0,France,410.40000000000003
585211,22752,SET 7 BABUSHKA NESTING BOXES,3.0,2010-02-23 05:26:59.805863,7.16,15812.0,United Kingdom,21.48
590284,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,65.0,2011-01-13 06:07:39.574468,7.21,14197.0,United Kingdom,468.65
552173,22632,HAND WARMER RED POLKA DOT,49.0,2010-03-04 22:09:35.350524,22.24,16911.0,United Kingdom,1089.76
567584,22633,HAND WARMER UNION JACK,58.0,2010-12-26 12:39:02.347288,23.23,14129.0,United Kingdom,1347.34
561422,21730,GLASS STAR FROSTED T-LIGHT HOLDER,78.0,2011-06-09 13:55:42.327679,20.38,12192.0,United Kingdom,1589.6399999999999
527672,84406B,CREAM CUPID HEARTS COAT HANGER,97.0,2010-10-29 17:04:28.614570,11.72,14770.0,United Kingdom,1136.8400000000001
570859,22752,SET 7 BABUSHKA NESTING BOXES,2.0,2011-06-30 03:08:03.929797,23.03,17193.0,United Kingdom,46.06
543887,84029E,RED WOOLLY HOTTIE WHITE HEART,66.0,2010-07-31 06:16:24.802431,18.69,15348.0,United Kingdom,1233.5400000000002
501894,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31.0,2010-02-26 04:39:07.994901,8.51,17180.0,United Kingdom,263.81
505320,84406B,CREAM CUPID HEARTS COAT HANGER,68.0,2010-02-23 15:52:11.248161,1.36,12950.0,United Kingdom,92.48
536744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,98.0,2011-04-12 14:52:44.780860,13.75,15606.0,United Kingdom,1347.5
513225,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,83.0,2010-12-21 05:52:33.132660,21.1,17038.0,United Kingdom,1751.3000000000002
563448,22632,HAND WARMER RED POLKA DOT,77.0,2010-04-06 06:26:17.801745,10.94,14318.0,Australia,842.38
593719,22752,SET 7 BABUSHKA NESTING BOXES,94.0,2010-12-30 19:06:44.863221,16.86,14425.0,United Kingdom,1584.84
520561,22752,SET 7 BABUSHKA NESTING BOXES,83.0,2010-06-09 19:31:18.890087,8.7,12922.0,United Kingdom,722.0999999999999
533370,21730,GLASS STAR FROSTED T-LIGHT HOLDER,41.0,2011-04-26 14:03:02.841455,17.47,15159.0,United Kingdom,716.27
585675,22632,HAND WARMER RED POLKA DOT,74.0,2010-05-03 06:12:19.131287,14.98,12397.0,United Kingdom,1108.52
532289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42.0,2011-01-17 03:54:22.555152,16.74,14914.0,United Kingdom,703.0799999999999
520453,22633,HAND WARMER UNION JACK,78.0,2011-10-26 08:48:20.049024,15.28,17402.0,United Kingdom,1191.84
548389,84029E,RED WOOLLY HOTTIE WHITE HEART,40.0,2010-08-25 12:21:40.362780,4.59,12560.0,United Kingdom,183.6
588240,22632,HAND WARMER RED POLKA DOT,48.0,2011-02-18 20:52:04.541621,21.92,12189.0,United Kingdom,1052.16
547759,20719,WOODLAND CHARLOTTE BAG 16PE,84.0,2011-03-30 05:36:01.976664,6.39,12204.0,United Kingdom,536.76
538102,84029E,RED WOOLLY HOTTIE WHITE HEART,4.0,2010-03-27 18:56:17.978233,18.74,15015.0,United Kingdom,74.96
574715,84029E,RED WOOLLY HOTTIE WHITE HEART,60.0,2011-10-04 21:01:23.655260,4.82,16139.0,United Kingdom,289.20000000000005
520618,71053,WHITE METAL LANTERN,39.0,2011-03-26 16:30:18.531228,16.69,17099.0,United Kingdom,650.9100000000001
501083,20719,WOODLAND CHARLOTTE BAG 16PE,96.0,2010-07-18 14:21:41.068732,0.74,15041.0,United Kingdom,71.03999999999999
550236,22632,HAND WARMER RED POLKA DOT,6.0,2009-12-22 16:59:32.114913,24.5,13705.0,United Kingdom,147.0
550901,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14.0,2011-07-24 00:13:33.256201,1.23,17398.0,United Kingdom,17.22
552318,85123A,WHITE HANGING HEART T-LIGHT HOLDER,70.0,2009-12-25 05:46:28.861653,0.78,12712.0,France,54.6
564218,85123A,WHITE HANGING HEART T-LIGHT HOLDER,62.0,2010-08-01 23:57:10.571624,3.09,16406.0,United Kingdom,191.57999999999998
534118,22632,HAND WARMER RED POLKA DOT,27.0,2011-06-05 21:21:35.068143,23.47,16973.0,Australia,633.6899999999999
518378,22633,HAND WARMER UNION JACK,54.0,2010-11-23 12:44:32.732620,16.96,15599.0,United Kingdom,915.84
514140,84029E,RED WOOLLY HOTTIE WHITE HEART,90.0,2011-08-13 08:13:19.137170,3.22,16952.0,Germany,289.8
582663,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8.0,2011-03-05 23:49:33.115011,12.28,15877.0,United Kingdom,98.24
553285,71053,WHITE METAL LANTERN,16.0,2011-07-30 00:22:01.541327,20.71,17651.0,United Kingdom,331.36
